order_id,customer_id,order_date,product_id,quantity,delivery_status
90643,115,01/12/2023,P02,1,Processing
90644,106,25/04/2022,P04,2,Processing
90645,126,27/11/2022,P04,3,Shipped
90646,115,08/03/2022,P04,3,Processing
90647,105,02/02/2023,P01,2,Shipped
90648,112,21/08/2022,P01,1,Processing
90649,125,23/12/2023,P04,3,Delivered
90650,102,03/12/2022,P04,3,Shipped
90651,103,28/05/2023,P03,2,Shipped
90652,125,14/10/2022,P03,3,Delivered
90653,107,10/03/2023,P03,3,Shipped
90654,112,23/11/2022,P04,2,Processing
90655,110,04/01/2022,P01,1,Delivered
90656,111,24/11/2023,P02,2,Delivered
90657,117,12/08/2023,P03,3,Processing
90658,128,11/05/2023,P01,3,Shipped
90659,151,29/07/2023,P01,2,Processing
90660,140,28/10/2023,P04,1,Processing
90661,147,31/01/2023,P04,1,Delivered
90662,156,24/06/2023,P02,3,Processing
90663,144,04/02/2022,P02,2,Shipped
90664,152,26/02/2022,P01,1,Shipped
90665,134,29/08/2022,P02,3,Shipped
90666,133,02/05/2023,P01,2,Delivered
90667,142,28/04/2022,P04,1,Shipped
90668,150,25/04/2023,P04,3,Delivered
90669,156,17/01/2022,P01,1,Shipped
90670,130,01/10/2023,P02,2,Processing
90671,151,21/02/2023,P04,2,Processing
90672,136,23/02/2023,P03,3,Shipped
90673,138,05/09/2023,P04,3,Delivered
90674,133,06/11/2023,P04,1,Processing
90675,145,25/04/2022,P03,3,Shipped
90676,155,09/08/2022,P04,3,Processing
90677,154,13/01/2023,P04,1,Delivered
90678,148,26/12/2022,P01,2,Processing
90679,151,03/12/2023,P04,1,Shipped
90680,136,19/05/2023,P04,1,Shipped
90681,147,08/05/2022,P02,3,Delivered
90682,145,12/03/2023,P01,2,Shipped
90683,140,15/02/2023,P01,3,Processing
90684,140,15/01/2023,P03,1,Processing
90685,131,31/01/2023,P03,1,Shipped
90686,138,16/05/2023,P04,1,Shipped
90687,130,06/06/2022,P01,1,Processing
90688,143,21/10/2023,P01,1,Processing
90689,133,10/04/2023,P04,1,Processing
90690,130,17/02/2022,P03,3,Processing
90691,157,01/02/2022,P04,1,Processing
90692,147,02/02/2023,P02,2,Shipped
90693,147,16/12/2023,P04,3,Delivered
90694,191,16/05/2023,P02,1,Processing
90695,187,12/11/2022,P03,3,Delivered
90696,187,27/03/2022,P01,3,Processing
90697,183,25/11/2022,P03,2,Shipped
90698,189,31/12/2023,P02,2,Processing
90699,178,11/06/2023,P04,3,Processing
90700,197,17/04/2022,P02,1,Delivered
90701,165,16/05/2022,P04,3,Delivered
90702,181,02/09/2022,P02,3,Delivered
90703,163,27/05/2022,P01,2,Processing
90704,172,12/05/2023,P02,3,Processing
90705,191,27/02/2023,P02,3,Processing
90706,164,09/12/2022,P02,2,Shipped
90707,191,05/02/2023,P04,1,Shipped
90708,183,13/09/2023,P02,3,Shipped
90709,168,23/08/2023,P02,2,Delivered
90710,190,27/03/2022,P04,2,Processing
90711,187,08/10/2022,P04,1,Processing
90712,186,28/03/2022,P04,2,Shipped
90713,166,16/06/2023,P02,3,Delivered
90714,190,05/09/2022,P03,1,Shipped
90715,161,17/02/2023,P02,1,Delivered
90716,161,27/01/2022,P04,1,Shipped
90717,160,27/02/2022,P01,1,Shipped
90718,198,03/07/2023,P01,3,Processing
90719,183,25/01/2023,P02,3,Shipped
90720,190,31/08/2022,P03,3,Processing
90721,172,06/05/2023,P04,2,Delivered
90722,174,05/01/2022,P02,3,Processing
90723,161,11/06/2022,P04,3,Shipped
90724,169,16/05/2022,P01,2,Processing
90725,178,08/04/2022,P01,3,Shipped
90726,160,26/06/2022,P02,1,Delivered
90727,180,02/08/2022,P01,3,Shipped
90728,200,31/05/2022,P03,2,Shipped
90729,194,11/12/2023,P01,2,Shipped
90730,168,24/10/2023,P04,3,Delivered
90731,168,28/04/2023,P04,1,Processing
90732,161,10/10/2022,P01,1,Processing
90733,173,23/09/2023,P02,2,Processing
90734,181,17/07/2023,P04,2,Delivered
90735,185,21/11/2023,P04,2,Shipped
90736,168,25/06/2022,P03,3,Shipped
90737,173,11/06/2022,P04,3,Processing
90738,175,21/05/2023,P01,2,Processing
90739,189,08/11/2022,P01,2,Processing
90740,187,30/04/2023,P01,2,Shipped
90741,184,08/10/2022,P02,3,Delivered
90742,174,07/08/2023,P03,1,Shipped
90743,159,17/08/2023,P01,2,Delivered
90744,167,27/02/2023,P02,3,Delivered
90745,177,13/04/2023,P04,2,Delivered
90746,183,25/07/2023,P02,3,Delivered
90747,168,25/08/2022,P01,1,Delivered
90748,198,17/07/2022,P01,1,Shipped
90749,170,31/12/2023,P01,3,Shipped
90750,175,31/10/2023,P02,2,Delivered
90751,177,24/12/2023,P01,3,Shipped
90752,175,06/05/2023,P03,2,Processing
90753,169,21/06/2023,P01,1,Delivered
90754,161,11/07/2023,P02,3,Processing
90755,188,06/11/2022,P01,1,Delivered
90756,199,08/06/2022,P03,2,Processing
90757,195,06/06/2023,P04,1,Shipped
90758,182,01/02/2023,P03,1,Delivered
90759,159,22/07/2023,P03,2,Processing
90760,196,30/05/2022,P04,3,Delivered
90761,159,24/07/2023,P02,2,Shipped
90762,200,18/08/2022,P04,2,Delivered
90763,196,17/08/2022,P02,1,Delivered
90764,191,05/01/2022,P02,3,Delivered
90765,184,01/04/2022,P02,3,Delivered
90766,186,14/12/2022,P02,3,Shipped
90767,183,21/11/2022,P02,2,Processing
90768,177,03/03/2023,P02,1,Shipped
90769,191,15/11/2023,P02,3,Delivered
90770,180,10/07/2022,P02,1,Shipped
90771,160,26/01/2023,P03,3,Shipped
90772,184,21/03/2022,P02,3,Delivered
90773,169,09/03/2022,P01,1,Delivered
90774,194,13/06/2023,P04,2,Delivered
90775,193,21/01/2023,P01,2,Delivered
90776,193,25/01/2022,P02,1,Shipped
90777,195,14/05/2023,P02,2,Delivered
90778,192,02/12/2023,P03,2,Delivered
90779,192,13/09/2023,P02,1,Processing
90780,191,02/07/2023,P04,1,Delivered
90781,194,28/04/2022,P02,2,Processing
90782,184,07/08/2022,P03,1,Delivered
90783,183,13/11/2023,P03,1,Shipped
90784,163,13/03/2023,P03,2,Delivered
90785,169,22/10/2022,P03,3,Shipped
90786,166,11/11/2022,P01,3,Shipped
90787,174,03/11/2022,P04,1,Processing
90788,159,18/05/2023,P02,3,Shipped
90789,200,13/02/2022,P01,2,Shipped
90790,196,26/10/2023,P04,3,Processing
90791,200,30/07/2023,P02,3,Shipped
90792,194,17/06/2022,P04,2,Shipped
90793,171,03/08/2022,P03,2,Delivered
90794,188,31/10/2023,P04,2,Processing
90795,197,25/04/2023,P02,3,Processing
90796,198,29/07/2022,P04,1,Processing
90797,168,13/02/2023,P01,3,Processing
90798,169,29/09/2022,P02,3,Processing
90799,184,20/09/2023,P02,2,Shipped
90800,169,06/07/2023,P04,1,Delivered
90801,65,01/05/2024,P26,2,Processing
90802,47,04/08/2024,P16,2,Shipped
90803,73,01/03/2024,P33,1,Shipped
90804,14,22/04/2024,P02,3,Processing
90805,170,24/03/2024,P11,3,Processing
90806,56,19/01/2024,P02,2,Processing
90807,22,15/01/2024,P33,3,Processing
90808,69,01/07/2024,P18,2,Processing
90809,77,03/06/2024,P06,2,Delivered
90810,37,01/02/2024,P37,2,Delivered
90811,114,04/12/2024,P23,2,Processing
90812,11,03/05/2024,P20,1,Processing
90813,180,22/04/2024,P21,1,Shipped
90814,132,04/06/2024,P29,1,Processing
90815,174,03/09/2024,P29,2,Shipped
90816,173,02/07/2024,P26,3,Shipped
90817,113,03/11/2024,P33,3,Processing
90818,55,23/03/2024,P24,3,Processing
90819,123,03/05/2024,P17,2,Processing
90820,38,31/01/2024,P05,2,Processing
90821,56,01/12/2024,P33,3,Shipped
90822,165,01/11/2024,P16,3,Processing
90823,140,14/04/2024,P12,2,Processing
90824,130,04/10/2024,P24,1,Processing
90825,28,03/06/2024,P08,1,Shipped
90826,55,24/03/2024,P36,3,Delivered
90827,66,03/06/2024,P16,3,Shipped
90828,115,03/10/2024,P02,1,Processing
90829,80,01/04/2024,P40,2,Shipped
90830,2,19/01/2024,P25,1,Shipped
90831,74,18/04/2024,P32,2,Processing
90832,147,25/04/2024,P10,3,Shipped
90833,191,14/02/2024,P04,3,Processing
90834,2,04/05/2024,P39,2,Processing
90835,83,13/02/2024,P26,2,Processing
90836,165,04/04/2024,P14,3,Processing
90837,180,02/06/2024,P09,2,Shipped
90838,106,28/01/2024,P36,1,Processing
90839,23,03/12/2024,P37,3,Processing
90840,75,02/02/2024,P19,2,Shipped
90841,40,01/03/2024,P26,1,Shipped
90842,126,04/04/2024,P39,1,Delivered
90843,186,30/01/2024,P39,3,Delivered
90844,166,02/05/2024,P06,2,Processing
90845,16,31/01/2024,P04,1,Processing
90846,106,26/01/2024,P32,2,Shipped
90847,131,13/04/2024,P32,1,Shipped
90848,13,27/03/2024,P17,1,Shipped
90849,185,13/01/2024,P22,1,Delivered
90850,170,13/02/2024,P10,1,Processing
